Time,1,2,3,4,5
5.085938,-3.854719,-7.310674,1.727977,3.588876,11.032471
5.089844,0.132921,-3.057191,12.095842,3.854719,11.829999
5.093750,3.854719,0.132921,14.754269,3.323033,10.500786
5.097656,5.449775,1.993820,16.083482,2.525505,8.108202
5.101562,5.183932,3.323033,28.578088,1.727977,6.513146
5.105469,5.183932,5.183932,46.389548,1.196292,5.715618
5.109375,6.778988,7.310674,64.466850,1.196292,5.449775
5.113281,10.234943,10.500786,78.822354,0.930449,5.449775
5.117188,16.615167,15.817639,87.063478,0.132921,5.715618
5.121094,22.729549,20.336965,89.721904,-0.132921,5.981460
5.125000,23.527077,20.336965,79.619883,0.664607,6.513146
5.128906,20.602808,17.678538,46.921233,1.462135,7.310674
5.132812,19.539437,17.146853,-7.044831,0.930449,8.639887
5.136719,19.805280,18.210224,-66.859434,-0.132921,9.703258
5.140625,18.741909,18.210224,-108.330892,0.398764,9.969100
5.144531,16.083482,16.083482,-124.281453,1.993820,9.437415
5.148438,13.690898,14.222583,-125.876509,3.057191,8.905730
5.152344,12.361685,13.425055,-119.496284,3.854719,8.374044
5.156250,13.425055,15.817639,-103.279881,3.588876,8.108202
5.160156,13.956741,17.678538,-70.847074,3.057191,7.842359
5.164062,10.766629,13.690898,-26.717189,3.854719,8.108202
5.167969,5.449775,6.778988,13.690898,5.183932,8.108202
5.171875,0.930449,1.462135,40.009323,3.854719,7.310674
5.175781,-0.930449,-0.132921,43.996963,1.462135,5.715618
5.179688,-0.132921,2.791348,33.629099,-0.664607,4.918090
5.183594,1.993820,6.247303,29.109773,-3.588876,5.449775
5.187500,1.727977,6.513146,31.768200,-5.981460,5.981460
5.191406,-0.132921,3.854719,28.843931,-7.576516,5.183932
5.195312,-1.727977,0.398764,20.336965,-9.171572,4.386404
5.199219,-4.652247,-3.588876,21.932021,-9.703258,3.854719
5.203125,-7.576516,-7.044831,32.299886,-8.905730,3.854719
5.207031,-8.374044,-8.639887,36.819211,-7.842359,5.449775
5.210938,-6.513146,-7.842359,30.970672,-5.715618,6.513146
5.214844,-3.854719,-5.715618,28.578088,-3.323033,7.576516
5.218750,-1.993820,-3.588876,31.236515,-1.727977,7.842359
5.222656,-0.132921,-1.196292,28.578088,-1.462135,7.576516
5.226562,1.727977,0.930449,23.261234,-1.462135,7.044831
5.230469,2.259663,1.993820,23.261234,-0.664607,5.981460
5.234375,0.930449,1.727977,27.514717,1.462135,4.652247
5.238281,-0.664607,1.196292,32.034043,3.854719,3.323033
5.242188,-1.727977,1.196292,29.375616,5.183932,2.525505
5.246094,-1.727977,1.462135,19.539437,4.386404,2.525505
5.250000,-1.727977,1.993820,21.134493,5.183932,3.854719
5.253906,-2.791348,1.727977,43.996963,9.703258,5.449775
5.257812,-3.854719,1.196292,80.683253,14.754269,6.513146
5.261719,-5.449775,0.664607,112.584375,16.083482,6.513146
5.265625,-6.513146,-0.398764,112.052689,15.817639,5.715618
5.269531,-7.842359,-3.323033,88.392691,15.817639,4.386404
5.273438,-8.374044,-7.044831,71.910445,17.146853,2.525505
5.277344,-9.171572,-10.500786,56.491569,18.476066,0.132921
5.281250,-10.500786,-12.893370,28.843931,17.412696,-1.462135
5.285156,-11.032471,-13.159213,11.564157,13.425055,-2.525505
5.289062,-9.437415,-10.766629,21.134493,9.703258,-3.057191
5.292969,-6.513146,-7.576516,35.224155,7.576516,-2.259663
5.296875,-3.588876,-5.715618,26.717189,7.576516,-0.664607
5.300781,-2.259663,-5.449775,1.993820,8.639887,1.196292
5.304688,-3.057191,-5.981460,-10.500786,8.108202,3.323033
5.308594,-4.652247,-6.247303,8.905730,8.108202,5.183932
5.312500,-5.981460,-5.981460,55.959884,9.437415,8.374044
5.316406,-5.981460,-5.981460,89.190219,10.500786,13.425055
5.320312,-5.449775,-6.513146,73.239658,9.703258,19.273594
5.324219,-4.918090,-7.842359,35.755840,7.310674,25.653819
5.328125,-5.183932,-9.437415,17.678538,3.854719,32.034043
5.332031,-6.247303,-10.500786,22.197864,0.930449,37.085054
5.335938,-7.044831,-9.969100,34.426627,-1.462135,41.072694
5.339844,-7.310674,-8.905730,45.592020,-3.854719,43.465278
5.343750,-7.310674,-7.310674,55.428199,-5.449775,45.326177
5.347656,-6.778988,-5.183932,63.935164,-5.981460,46.921233
5.351562,-4.918090,-3.057191,72.442130,-6.778988,48.516289
5.355469,-2.791348,-1.727977,75.100557,-7.842359,49.313817
5.359375,-0.930449,-0.930449,67.922805,-9.437415,49.047974
5.363281,0.132921,-0.132921,60.213367,-10.766629,47.984604
5.367188,0.132921,-0.132921,60.479210,-11.298314,46.389548
5.371094,-1.727977,-1.196292,61.276738,-12.095842,43.996963
5.375000,-4.918090,-4.386404,57.820783,-13.956741,40.806851
5.378906,-6.247303,-5.183932,48.250446,-16.083482,36.819211
5.382812,-5.715618,-3.323033,34.426627,-17.146853,32.831571
5.386719,-7.310674,-5.449775,35.755840,-15.020111,29.375616
5.390625,-11.032471,-10.766629,50.908873,-10.500786,25.653819
5.394531,-12.893370,-13.425055,59.415839,-5.715618,20.868650
5.398438,-13.425055,-13.425055,62.605951,-2.259663,13.956741
5.402344,-13.425055,-12.095842,64.466850,-1.462135,6.247303
5.406250,-13.956741,-10.234943,55.428199,-1.462135,-1.993820
5.410156,-14.488426,-9.437415,43.731121,-1.993820,-11.032471
5.414062,-14.222583,-9.969100,43.731121,-2.791348,-19.539437
5.417969,-12.893370,-10.766629,41.870222,-3.854719,-26.983032
5.421875,-10.766629,-9.969100,24.856291,-5.981460,-33.363256
5.425781,-8.374044,-7.842359,0.132921,-8.108202,-38.414267
5.429688,-6.778988,-5.981460,-15.551797,-9.969100,-42.136065
5.433594,-6.513146,-5.183932,-13.690898,-11.298314,-44.794491
5.437500,-6.513146,-5.183932,0.930449,-11.829999,-46.921233
5.441406,-7.044831,-4.652247,15.817639,-11.298314,-48.516289
5.445312,-7.842359,-3.854719,13.425055,-9.969100,-49.845502
5.449219,-8.108202,-3.854719,-11.298314,-8.374044,-50.377188
5.453125,-7.842359,-2.791348,-41.870222,-5.715618,-50.643030
5.457031,-7.044831,-1.196292,-54.896513,-1.727977,-51.174716
5.460938,-6.247303,-0.664607,-42.667750,1.993820,-52.238087
5.464844,-5.449775,-0.398764,-21.666178,4.918090,-53.833143
5.468750,-5.715618,-0.132921,-13.159213,5.981460,-55.694041
5.472656,-5.715618,0.398764,-18.741909,4.918090,-57.289097
5.476562,-5.981460,0.398764,-30.173144,2.791348,-58.352468
5.480469,-6.513146,-0.132921,-43.731121,0.930449,-59.415839
5.484375,-6.778988,-0.664607,-54.364828,-0.132921,-60.479210
5.488281,-5.981460,0.132921,-58.884154,-1.196292,-62.074266
5.492188,-4.386404,1.727977,-58.086625,-1.462135,-63.137636
5.496094,-2.791348,3.057191,-50.377188,-0.664607,-63.935164
5.500000,-1.993820,3.588876,-41.604379,0.132921,-63.935164
5.503906,-1.462135,3.057191,-40.009323,0.664607,-64.466850
5.507812,-0.930449,2.259663,-42.667750,0.132921,-65.796063
5.511719,-0.398764,1.727977,-43.465278,-1.196292,-67.391119
5.515625,0.398764,2.259663,-41.072694,-2.259663,-68.720333
5.519531,2.525505,3.854719,-37.882582,-2.791348,-69.517861
5.523438,4.652247,4.918090,-35.489998,-2.791348,-69.517861
5.527344,6.247303,4.652247,-34.692470,-2.525505,-68.720333
5.531250,7.310674,3.588876,-36.021683,-1.727977,-67.391119
5.535156,7.576516,1.993820,-36.287526,-0.930449,-65.264378
5.539062,7.310674,0.664607,-34.426627,-0.398764,-62.871794
5.542969,6.778988,0.398764,-36.287526,0.664607,-59.947524
5.546875,5.715618,-0.132921,-39.743481,2.525505,-57.554940
5.550781,3.854719,-1.196292,-37.350896,3.854719,-55.428199
5.554688,3.057191,-1.727977,-32.831571,5.449775,-53.035615
5.558594,2.791348,-1.462135,-32.831571,5.449775,-49.579660
5.562500,3.057191,-1.196292,-36.287526,4.652247,-46.123705
5.566406,3.323033,-0.930449,-38.148425,3.588876,-43.199435
5.570312,3.057191,-0.930449,-36.819211,3.854719,-41.072694
5.574219,2.791348,-0.930449,-32.831571,5.183932,-38.945953
5.578125,1.993820,-0.930449,-25.919661,5.715618,-36.553368
5.582031,1.462135,-1.196292,-20.071122,3.057191,-34.160784
5.585938,2.525505,-1.196292,-20.071122,-2.525505,-31.502358
5.589844,4.386404,-0.930449,-21.666178,-3.588876,-28.578088
5.593750,5.183932,-1.196292,-19.539437,4.918090,-25.122133
5.597656,4.652247,-1.462135,-16.083482,16.083482,-21.932021
5.601562,4.386404,-0.930449,-15.285954,21.666178,-19.805280
5.605469,4.652247,-0.132921,-16.615167,20.868650,-19.007752
5.609375,4.918090,1.727977,-18.741909,19.007752,-18.741909
5.613281,5.449775,3.854719,-18.210224,16.083482,-17.944381
5.617188,5.183932,5.183932,-16.083482,13.159213,-17.146853
5.621094,4.386404,4.918090,-16.615167,11.298314,-15.551797
5.625000,3.854719,3.854719,-17.412696,8.905730,-12.893370
5.628906,4.386404,3.323033,-15.817639,5.981460,-9.703258
5.632812,5.449775,2.525505,-13.159213,3.854719,-7.044831
5.636719,5.715618,1.462135,-12.361685,3.323033,-4.386404
5.640625,5.981460,0.930449,-14.488426,3.854719,-0.398764
5.644531,5.715618,0.930449,-18.210224,4.918090,3.854719
5.648438,4.918090,-0.398764,-19.539437,5.981460,7.044831
5.652344,4.386404,-2.259663,-16.615167,8.108202,8.639887
5.656250,5.715618,-2.791348,-12.627527,9.969100,9.703258
5.660156,7.310674,-2.259663,-11.298314,11.032471,11.298314
5.664062,7.842359,-1.462135,-13.690898,12.095842,12.627527
5.667969,7.576516,-0.930449,-17.944381,13.956741,13.425055
5.671875,7.842359,-0.132921,-20.868650,15.020111,13.690898
5.675781,8.374044,0.132921,-20.602808,13.956741,13.425055
5.679688,9.171572,0.398764,-16.083482,12.095842,13.159213
5.683594,10.766629,2.259663,-9.437415,10.234943,13.425055
5.687500,12.627527,5.981460,-4.652247,8.905730,14.222583
5.691406,14.754269,10.234943,-4.918090,8.108202,15.817639
5.695312,16.881010,13.425055,-6.778988,7.576516,17.944381
5.699219,18.476066,14.488426,-2.525505,7.310674,20.602808
5.703125,18.476066,12.893370,5.449775,7.310674,23.527077
5.707031,17.412696,9.171572,8.639887,7.044831,26.451347
5.710938,15.817639,4.918090,6.247303,6.513146,29.641459
5.714844,14.222583,2.259663,3.057191,6.513146,32.565728
5.718750,13.690898,1.993820,1.727977,7.044831,35.489998
